id,name,min_age_months
3294,"White pizza, cheese, thick crust",8
3295,"White pizza, cheese, with vegetables, thin crust",8
3296,"White pizza, cheese, with vegetables, thick crust",8
3297,"White pizza, cheese, with meat, thin crust",8
3298,"White pizza, cheese, with meat, thick crust",8
3299,"White pizza, cheese, with meat and vegetables, thin crust",8
3300,"White pizza, cheese, with meat and vegetables, thick crust",8
3301,"Calzone, with cheese, meatless",8
3302,"Calzone, with meat and cheese",8
3303,Pizza rolls,8
3304,"Pizza, cheese, whole wheat thin crust",8
3305,"Pizza, cheese, whole wheat thick crust",8
3306,"Pizza, with meat, whole wheat thin crust",8
3307,"Pizza, with meat, whole wheat thick crust",8
3308,"Pizza, cheese and vegetables, whole wheat thin crust",8
3309,"Pizza, cheese and vegetables, whole wheat thick crust",8
3310,"Pizza, cheese, gluten-free thin crust",8
3311,"Pizza, cheese, gluten-free thick crust",8
3312,"Pizza, with meat, gluten-free thin crust",8
3313,"Pizza, with meat, gluten-free thick crust",8
3314,"Pizza, cheese and vegetables, gluten-free thin crust",8
3315,"Pizza, cheese and vegetables, gluten-free thick crust",8
3316,Breakfast pizza with egg,8
3317,"Egg roll, meatless",9
3318,"Egg roll, with shrimp",9
3319,"Egg roll, with beef and/or pork",9
3320,"Egg roll, with chicken or turkey",9
3321,"Roll with meat and/or shrimp, vegetables and rice paper, not fried",9
3322,"Wonton, dumpling or pot sticker, fried",12
3323,"Wonton, dumpling or pot sticker, fried, no meat",12
3324,"Puffs, fried, crab meat and cream cheese filled",12
3325,"Wonton, dumpling or pot sticker, steamed",8
3326,"Empanada, NFS",8
3327,"Empanada, no meat",8
3328,"Empanada, beef",8
3329,"Empanada, beef, with vegetables",8
3330,"Empanada, chicken",8
3331,"Empanada, chicken, with vegetables",8
3332,"Cornmeal stick, Puerto Rican style",8
3333,"Kibby, Puerto Rican style",8
3334,Bacalaitos fritos,12
3335,"Hayacas, Puerto Rican style",8
3336,"Crepe, with meat",8
3337,Pierogi,8
3338,"Gnocchi, cheese",8
3339,"Gnocchi, potato",8
3340,Knish,8
3341,Bao bun,9
3342,"Bao bun, no meat",9
3343,"Pastry, cheese-filled",12
3344,"Pastry, egg and cheese filled",12
3345,"Pastry, meat / poultry-filled",12
3346,Spanakopita,12
3347,Samosa,12
3348,"Quiche with meat, poultry or fish",12
3349,"Spinach quiche, meatless",12
3350,"Cheese quiche, meatless",12
3351,"Turnover or hot pocket, NFS",9
3352,"Turnover or hot pocket, meatless",9
3353,"Turnover or hot pocket, beef",9
3354,"Turnover or hot pocket, ham",9
3355,"Turnover or hot pocket, pizza pocket, meat",9
3356,"Turnover or hot pocket, pizza pocket",9
3357,"Turnover or hot pocket, chicken",9
3358,"Turnover, seafood",9
3359,Turnover or lean pocket,9
3360,"Turnover or breakfast pocket, egg",9
3361,Biscuit with gravy,8
3362,Chicken cornbread,9
3363,Cornmeal dressing with chicken or turkey and vegetables,9
3364,Dressing with oysters,8
3365,Dressing with chicken or turkey and vegetables,8
3366,Dressing with meat and vegetables,8
3367,Lasagna with meat,12
3368,"Lasagna with meat, canned",12
3369,"Lasagna with meat, from restaurant",12
3370,"Lasagna with meat, home recipe",12
3371,"Lasagna with meat, frozen",12
3372,Lasagna with meat and spinach,12
3373,Lasagna with chicken or turkey,12
3374,"Lasagna, with chicken or turkey, and spinach",12
3375,"Lasagna, meatless",12
3376,"Lasagna, meatless, with vegetables",12
3377,"Ravioli, NS as to filling, no sauce",9
3378,"Ravioli, NS as to filling, with tomato sauce",9
3379,"Ravioli, NS as to filling, with cream sauce",9
3380,"Ravioli, meat-filled, no sauce",9
3381,"Ravioli, meat-filled, with tomato sauce or meat sauce",9
3382,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",9
3383,"Ravioli, meat-filled, with cream sauce",9
3384,"Ravioli, cheese-filled, no sauce",9
3385,"Ravioli, cheese-filled, with tomato sauce",9
3386,"Ravioli, cheese-filled, with tomato sauce, canned",9
3387,"Ravioli, cheese-filled, with meat sauce",9
3388,"Ravioli, cheese-filled, with cream sauce",9
3389,"Ravioli, cheese and spinach-filled, no sauce",9
3390,"Ravioli, cheese and spinach-filled, with cream sauce",9
3391,"Ravioli, cheese and spinach filled, with tomato sauce",9
3392,"Manicotti, cheese-filled, no sauce",9
3393,"Manicotti, cheese-filled, with tomato sauce, meatless",9
3394,"Manicotti, cheese-filled, with meat sauce",9
3395,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless",9
3396,"Stuffed shells, cheese-filled, no sauce",9
3397,"Stuffed shells, cheese-filled, with tomato sauce, meatless",9
3398,"Stuffed shells, cheese-filled, with meat sauce",9
3399,"Stuffed shells, cheese- and spinach- filled, no sauce",9
3400,"Stuffed shells, with chicken, with tomato sauce",9
3401,"Stuffed shells, with fish and/or shellfish, with tomato sauce",9
3402,"Tortellini, meat-filled, with tomato sauce",9
3403,"Tortellini, meat-filled, with tomato sauce, canned",9
3404,"Tortellini, cheese-filled, meatless, with tomato sauce",9
3405,"Tortellini, cheese-filled, meatless, with tomato sauce, canned",9
3406,"Tortellini, cheese-filled, meatless, with vinaigrette dressing",9
3407,"Tortellini, meat-filled, no sauce",9
3408,"Tortellini, cheese-filled, with cream sauce",9
3409,"Tortellini, cheese-filled, no sauce",9
3410,"Tortellini, spinach-filled, with tomato sauce",9
3411,"Tortellini, spinach-filled, no sauce",9
3412,"Cannelloni, cheese- and spinach-filled, no sauce",9
3413,Chow fun noodles with meat and vegetables,9
3414,"Chow fun noodles with vegetables, meatless",9
3415,"Lo mein, NFS",9
3416,"Lo mein, meatless",9
3417,"Lo mein, with shrimp",9
3418,"Lo mein, with pork",9
3419,"Lo mein, with beef",9
3420,"Lo mein, with chicken",9
3421,"Pad Thai, NFS",9
3422,"Pad Thai, meatless",9
3423,Pad Thai with chicken,9
3424,Pad Thai with seafood,9
3425,Pad Thai with meat,9
3426,"Adobo, with noodles",9
3427,"Macaroni with tuna, Puerto Rican style",9
3428,Macaroni or noodles with cheese,9
3429,"Macaroni or noodles with cheese, from restaurant",9
3430,"Macaroni or noodles with cheese, made from packaged mix",9
3431,"Macaroni or noodles with cheese, canned",9
3432,"Macaroni or noodles with cheese, Easy Mac type",9
3433,"Macaroni or noodles with cheese, made from reduced fat packaged mix",9
3434,Macaroni or noodles with cheese and tuna,9
3435,Macaroni or noodles with cheese and meat,9
3436,"Macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix",9
3437,Macaroni or noodles with cheese and tomato,9
3438,Macaroni or noodles with cheese and frankfurters or hot dogs,18
3439,Macaroni or noodles with cheese and egg,9
3440,Macaroni or noodles with cheese and chicken or turkey,9
3441,"Macaroni or noodles with cheese, whole grain",9
3442,"Pasta with tomato-based sauce, cheese and meat",9
3443,Pasta with tomato-based sauce and cheese,9
3444,"Pasta with vegetables, no sauce or dressing",9
3445,"Pasta with sauce, NFS",9
3446,"Pasta with sauce, meatless, school lunch",9
3447,"Pasta with tomato-based sauce, restaurant",9
3448,"Pasta with tomato-based sauce, home recipe",9
3449,"Pasta with tomato-based sauce, ready-to-heat",9
3450,"Pasta with tomato-based sauce, and added vegetables, restaurant",9
3451,"Pasta with tomato-based sauce, and added vegetables, home recipe",9
3452,"Pasta with tomato-based sauce, and added vegetables, ready-to-heat",9
3453,"Pasta with sauce and meat, from school lunch",9
3454,"Pasta with tomato-based sauce and meat, restaurant",9
3455,"Pasta with tomato-based sauce and meat, home recipe",9
3456,"Pasta with tomato-based sauce and meat, ready-to-heat",9
3457,"Pasta with tomato-based sauce, meat, and added vegetables, restaurant",9
3458,"Pasta with tomato-based sauce, meat, and added vegetables, home recipe",9
3459,"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat",9
3460,"Pasta with tomato-based sauce and poultry, restaurant",9
3461,"Pasta with tomato-based sauce and poultry, home recipe",9
3462,"Pasta with tomato-based sauce and poultry, ready-to-heat",9
3463,"Pasta with tomato-based sauce, poultry, and added vegetables, restaurant",9
3464,"Pasta with tomato-based sauce, poultry, and added vegetables, home recipe",9
3465,"Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat",9
3466,"Pasta with tomato-based sauce and seafood, restaurant",9
3467,"Pasta with tomato-based sauce and seafood, home recipe",9
3468,"Pasta with tomato-based sauce and seafood, ready-to-heat",9
3469,"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant",9
3470,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",9
3471,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",9
3472,"Pasta with cream sauce, restaurant",9
3473,"Pasta with cream sauce, home recipe",9
3474,"Pasta with cream sauce, ready-to-heat",9
3475,"Pasta with cream sauce and added vegetables, restaurant",9
3476,"Pasta with cream sauce and added vegetables, from home recipe",9
3477,"Pasta with cream sauce and added vegetables, ready-to-heat",9
3478,"Pasta with cream sauce and meat, restaurant",9
3479,"Pasta with cream sauce and meat, home recipe",9
3480,"Pasta with cream sauce and meat, ready-to-heat",9
3481,"Pasta with cream sauce, meat, and added vegetables, restaurant",9
3482,"Pasta with cream sauce, meat, and added vegetables, home recipe",9
3483,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",9
3484,"Pasta with cream sauce and poultry, restaurant",9
3485,"Pasta with cream sauce and poultry, home recipe",9
3486,"Pasta with cream sauce and poultry, ready-to-heat",9
3487,"Pasta with cream sauce, poultry, and added vegetables, restaurant",9
3488,"Pasta with cream sauce, poultry, and added vegetables, home recipe",9
3489,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",9
3490,"Pasta with cream sauce and seafood, restaurant",9
3491,"Pasta with cream sauce and seafood, home recipe",9
3492,"Pasta with cream sauce and seafood, ready-to-heat",9
3493,"Pasta with cream sauce, seafood, and added vegetables, restaurant",9
3494,"Pasta with cream sauce, seafood, and added vegetables, home recipe",9
3495,"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",9
3496,"Pasta, whole grain, with tomato-based sauce, restaurant",9
3497,"Pasta, whole grain, with tomato-based sauce, home recipe",9
3498,"Pasta, whole grain, with tomato-based sauce, ready-to-heat",9
3499,"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant",9
3500,"Pasta, whole grain, with tomato-based sauce and added vegetables, home recipe",9
3501,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",9
3502,"Pasta, whole grain, with tomato-based sauce and meat, restaurant",9
3503,"Pasta, whole grain, with tomato-based sauce and meat, home recipe",9
3504,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",9
3505,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant",9
3506,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe",9
3507,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",9
3508,"Pasta, whole grain, with tomato-based sauce and poultry, restaurant",9
3509,"Pasta, whole grain, with tomato-based sauce and poultry, home recipe",9
3510,"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",9
3511,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant",9
3512,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe",9
3513,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",9
3514,"Pasta, whole grain, with tomato-based sauce and seafood, restaurant",9
3515,"Pasta, whole grain, with tomato-based sauce and seafood, home recipe",9
3516,"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",9
3517,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant",9
3518,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe",9
3519,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",9
3520,"Pasta, whole grain, with cream sauce, restaurant",9
3521,"Pasta, whole grain, with cream sauce, home recipe",9
3522,"Pasta, whole grain, with cream sauce, ready-to-heat",9
3523,"Pasta, whole grain, with cream sauce, and added vegetables, restaurant",9
3524,"Pasta, whole grain, with cream sauce, and added vegetables, home recipe",9
3525,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",9
3526,"Pasta, whole grain, with cream sauce and meat, restaurant",9
3527,"Pasta, whole grain, with cream sauce and meat, home recipe",9
3528,"Pasta, whole grain, with cream sauce and meat, ready-to-heat",9
3529,"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant",9
3530,"Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe",9
3531,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",9
3532,"Pasta, whole grain, with cream sauce and poultry, restaurant",9
3533,"Pasta, whole grain, with cream sauce and poultry, home recipe",9
3534,"Pasta, whole grain, with cream sauce and poultry, ready-to-heat",9
3535,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant",9
3536,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe",9
3537,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat",9
3538,"Pasta, whole grain, with cream sauce and seafood, restaurant",9
3539,"Pasta, whole grain, with cream sauce and seafood, home recipe",9
3540,"Pasta, whole grain, with cream sauce and seafood, ready-to-heat",9
3541,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant",9
3542,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe",9
3543,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",9
3544,Pasta with tomato-based sauce and beans or lentils,9
3545,"Macaroni or noodles, creamed, with cheese",9
3546,"Macaroni or noodles, creamed, with cheese and tuna",9
3547,Flavored pasta,9
3548,"Yat Ga Mein with meat, fish, or poultry",9
3549,"Macaroni or pasta salad, made with mayonnaise",9
3550,"Macaroni or pasta salad, made with light mayonnaise",9
3551,"Macaroni or pasta salad, made with mayonnaise-type salad dressing",9
3552,"Macaroni or pasta salad, made with light mayonnaise-type salad dressing",9
3553,"Macaroni or pasta salad, made with Italian dressing",9
3554,"Macaroni or pasta salad, made with light Italian dressing",9
3555,"Macaroni or pasta salad, made with creamy dressing",9
3556,"Macaroni or pasta salad, made with light creamy dressing",9
3557,"Macaroni or pasta salad, made with any type of fat free dressing",9
3558,Macaroni or pasta salad with egg,9
3559,Macaroni or pasta salad with tuna,9
3560,Macaroni or pasta salad with crab meat,9
3561,Macaroni or pasta salad with shrimp,9
3562,Macaroni or pasta salad with tuna and egg,9
3563,Macaroni or pasta salad with chicken,9
3564,Macaroni or pasta salad with cheese,9
3565,Macaroni or pasta salad with meat,9
3566,Noodle pudding,9
3567,"Bibimbap, Korean",8
3568,"Rice, fried, meatless",12
3569,"Rice, fried, NFS",12
3570,"Rice, fried, with chicken",12
3571,"Rice, fried, with pork",12
3572,"Rice, fried, with beef",12
3573,"Rice, fried, with shrimp",12
3574,"Dukboki or Tteokbokki, Korean",8
3575,"Adobo, with rice",8
3576,"Sushi, NFS",60
3577,"Sushi roll, avocado",60
3578,"Sushi roll, California",60
3579,"Sushi roll, eel",60
3580,"Sushi roll, salmon",60
3581,"Sushi roll, shrimp",60
3582,Sushi roll tuna,60
3583,"Sushi roll, vegetable",60
3584,"Sushi, topped with crab",60
3585,"Sushi, topped with eel",60
3586,"Sushi, topped with salmon",60
3587,"Sushi, topped with shrimp",60
3588,"Sushi, topped with tuna",60
3589,"Sushi, topped with egg",60
3590,"Seafood paella, Puerto Rican style",8
3591,"Soupy rice with chicken, Puerto Rican style",8
3592,"Soupy rice mixture with chicken and potatoes, Puerto Rican style",8
3593,"Stewed rice, Puerto Rican style",12
3594,"Rice with squid, Puerto Rican style",8
3595,"Rice with vienna sausage, Puerto Rican style",18
3596,"Rice with Spanish sausage, Puerto Rican style",18
3597,"Rice with stewed beans, Puerto Rican style",12
3598,"Congee, with meat, poultry, and/or seafood",6
3599,"Congee, with meat, poultry, and/or seafood, and vegetables",6
3600,"Congee, with vegetables",6
3601,"Congee, with egg",6
3602,Biryani with vegetables,8
3603,"Beans and rice, from fast food / restaurant",8
3604,"Kidney beans and rice, from fast food / restaurant",8
3605,"Black beans and rice, from fast food / restaurant",8
3606,"Pinto beans and rice, from fast food / restaurant",8
3607,Beans and white rice,8
3608,"Beans and rice, with tomatoes",8
3609,"Beans and rice, with meat",8
3610,Kidney beans and white rice,8
3611,Black beans and white rice,8
3612,Pinto beans and white rice,8
3613,"Rice, white, with corn, NS as to fat",8
3614,"Rice, white, with corn, no added fat",8
3615,"Rice, white, with corn, fat added",8
3616,"Rice, white, with peas, NS as to fat",8
3617,"Rice, white, with peas, no added fat",8
3618,"Rice, white, with peas, fat added",8
3619,"Rice, white, with carrots, NS as to fat",8
3620,"Rice, white, with carrots, no added fat",8
3621,"Rice, white, with carrots, fat added",8
3622,"Rice, white, with peas and carrots, NS as to fat",8
3623,"Rice, white, with peas and carrots, no added fat",8
3624,"Rice, white, with peas and carrots, fat added",8
3625,"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",8
3626,"Rice, white, with tomatoes and/or tomato-based sauce, no added fat",8
3627,"Rice, white, with tomatoes and/or tomato-based sauce, fat added",8
