id,Title,Desc,Muscle Group,metValue,sports,Minimal Age (months)
1828,Barbell speed squat,"The barbell speed squat targets the lower-body muscle groups using lighter weights to perform fast-paced back squats. Speed squats are popular in certain powerlifting training methodologies as a way to engrain form and lifting speed that can carry over to max-effort lifts. In this approach, they are usually performed in numerous sets of 3-5 reps with adequate rest in between. Speed squats are also sometimes performed with bands or chains adding extra resistance to the top half of the lift.","Quads, Glutes, Hamstrings, Legs",7.5,Strength Training,192
1829,Single-arm side deadlift,"The single-arm side deadlift is a compound exercise that strengthens the glutes, quads, hamstrings, back, and core. It has more of a core stability and anti-rotational component than other deadlift variations. The side deadlift is usually done for low to moderate reps, such as 5-8 reps per side, with a focus on posture and movement quality.","Full Body, Obliques, Glutes, Legs",7.0,"Fitness, Strength Training",192
1830,Barbell Squat To A Bench,"The barbell back squat to box takes a classic compound exercise for developing the lower body and adds the box element. Muscles worked include the quads, hips, glutes, and upper hamstrings.","Quads, Glutes, Hamstrings, Legs",7.0,Strength Training,192
1831,Clean Pull,The clean pull is a component of the clean.,"Full Body, Hamstrings, Glutes, Back, Traps",8.5,Olympic Weightlifting,216
1832,Front Barbell Squat To A Bench,The front barbell squat to a bench is a front squat to a bench.,"Quads, Glutes, Abs",7.0,"Olympic Weightlifting, Strength Training",192
1833,Barbell reverse lunge,"The barbell reverse lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The reverse lunge can be performed as part of a barbell complex, in a circuit, or on its own in the lower-body portion of any workout.","Quads, Glutes, Hamstrings, Legs",6.0,Strength Training,192
1834,Split Clean,The split clean is a clean where you catch the bar in a split position.,"Full Body, Legs, Back, Shoulders",10.0,Olympic Weightlifting,216
1835,Close-stance dumbbell front squat,"The close-stance dumbbell front squat is a popular exercise for targeting the muscles of the lower body, the quadriceps in particular. Holding dumbbells in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the amount of weight you can use will be limited by what you can clean to the rack position, this movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance.","Quads, Glutes, Legs",6.0,Bodybuilding,168
1836,Front Squat (Clean Grip),The front squat (clean grip) is a front squat with a clean grip.,"Quads, Glutes, Abs, Back",7.5,"Crossfit, Olympic Weightlifting",192
1837,Barbell front squat to back squat,"The barbell front squat to back squat is a complex that combines two fundamental barbell squat movements with a press in between to build overall strength, coordination, and endurance. This combo hits every muscle in the lower body, but also seriously challenges the upper-body musculature to control and transition the weight.",Full Body,8.5,"Crossfit, Fitness",192
1838,Squat Jerk,The squat jerk is a jerk where you catch the bar in a full squat.,"Full Body, Shoulders, Legs",10.5,Olympic Weightlifting,216
1839,Barbell Front-To-Back Squat,"The barbell front squat to back squat is a complex that combines two fundamental barbell squat movements with a press in between to build overall strength, coordination, and endurance. This combo hits every muscle in the lower body, but also seriously challenges the upper-body musculature to control and transition the weight.",Full Body,8.5,Fitness,192
1840,Box Squat with Chains,The box squat with chains is a box squat with accommodating resistance.,"Quads, Glutes, Hamstrings, Legs",7.5,Strength Training,192
1841,Snatch from Blocks,The snatch from blocks is a snatch with a reduced range of motion.,"Full Body, Hamstrings, Glutes, Back, Shoulders, Traps",9.5,"Crossfit, Olympic Weightlifting",216
1842,Power Snatch from Blocks,The power snatch from blocks is a power snatch with a reduced range of motion.,"Full Body, Hamstrings, Glutes, Back, Shoulders, Traps",9.0,"Crossfit, Olympic Weightlifting",216
1843,Front Squat (Bodybuilder),"The barbell front squat is a compound movement that emphasizes building the lower-body muscle groups. With the barbell racked in front of the body on the anterior delts, the front squat emphasizes the quads and glutes, but also upper back and core strength to remain upright. Front squats can be trained as an alternative to back squats, as an accessory movement for either squats or deadlifts, or for strength and muscle on their own. Many lifters and athletes prefer them to back squats, although they can be uncomfortable and difficult to learn at first.","Quads, Glutes, Abs, Back",7.0,Bodybuilding,192
1844,Barbell step-down reverse lunge,"The barbell step-down reverse lunge is an exercise targeting the lower body, particularly the glutes and hamstrings. The front foot is slightly elevated during this movement, making the subsequent step-down more pronounced and difficult. These are usually performed for time or for relatively high reps, such as 10 reps or more per set.","Glutes, Hamstrings, Quads, Legs",6.0,Strength Training,192
1845,Squat with Bands,The squat with bands is a squat with accommodating resistance.,"Quads, Glutes, Hamstrings, Legs",7.5,Strength Training,192
1846,Heaving Snatch Balance,The heaving snatch balance is a snatch accessory exercise.,"Shoulders, Legs, Full Body",8.5,Olympic Weightlifting,216
1847,Snatch Balance,The snatch balance is a snatch accessory exercise.,"Shoulders, Legs, Full Body",9.0,Olympic Weightlifting,216
1848,Reverse Band Power Squat,The reverse band power squat is a squat with band assistance.,"Quads, Glutes, Hamstrings, Legs",7.0,Strength Training,192
1849,Paul Carter Back Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.","Quads, Glutes, Hamstrings, Lower Back, Legs",7.0,"Bodybuilding, Strength Training",192
1850,Paul Carter Barbell Split Squat,"The barbell Bulgarian split squat is a single-leg, full-body exercise targeting the quads, glutes, and hamstrings. It is easier to overload with the barbell as opposed to using dumbbells.","Quads, Glutes, Hamstrings, Legs",6.5,Bodybuilding,192
1851,TBS High-Bar Back Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.","Quads, Glutes, Hamstrings, Lower Back, Legs",7.0,Strength Training,192
1852,TBS Barbell Front Squat,"The barbell front squat is a compound movement that emphasizes building the lower-body muscle groups. With the barbell racked in front of the body on the anterior delts, the front squat emphasizes the quads and glutes, but also upper back and core strength to remain upright. Front squats can be trained as an alternative to back squats, as an accessory movement for either squats or deadlifts, or for strength and muscle on their own. Many lifters and athletes prefer them to back squats, although they can be uncomfortable and difficult to learn at first.","Quads, Glutes, Abs, Back",7.5,"Crossfit, Olympic Weightlifting",192
1853,Squat - Gethin Variation,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.","Quads, Glutes, Hamstrings, Lower Back, Legs",7.0,Bodybuilding,192
1854,Front-To-Back Barbell Squat,The front-to-back barbell squat is a squat where you switch between a front and back squat.,Full Body,8.5,"Crossfit, Fitness",192
1855,Barbell Lunge - Gethin Variation,"The barbell forward lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The forward lunge can be performed as part of a barbell complex, in a circuit, or on its own in the lower-body portion of any workout.","Quads, Glutes, Hamstrings, Legs",6.0,Bodybuilding,192
1856,Rack Deadlift - Gethin Variation,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.","Back, Traps, Lower Back, Glutes, Hamstrings",7.5,Strength Training,192
