Food Item,Food Group,Macronutrient Focus,Is Vitamin-Rich,Is Mineral-Rich,Is Vegan,Is Vegetarian,Is Gluten-Free,Is Dairy-Free,Is Nut-Free (General),Is Halal,Is Kosher,Processing Level,Culinary Usage,Health Impact,Contains Gluten,Contains Milk,Contains Eggs,Contains Fish,Contains Shellfish,Contains Peanuts,Contains Tree Nuts,Contains Soybeans,Contains Sesame,Contains Mustard,Contains Celery,Contains Sulphites
"Tortilla, corn",Grains,Carbohydrate-rich,N,N,Y,Y,Y,Y,Y,Y,Y,Processed,Wrap; Taco Shell; Base for Dishes,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Tortilla, flour",Grains,Carbohydrate-rich,N,N,Y,Y,N,Y,Y,Y,Y,Processed,Wrap; Burrito Shell; Base for Dishes,Moderate,Y,N,N,N,N,N,N,N,N,N,N,N
"Tortilla, whole wheat",Grains,Carbohydrate-rich,Y,Y,Y,Y,N,Y,Y,Y,Y,Processed,Wrap; Burrito Shell,Healthy,Y,N,N,N,N,N,N,N,N,N,N,N
"Taco shell, corn",Grains; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,Y,Y,Y,Y,Y,Highly Processed,Taco Base,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Taco shell, flour",Grains; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,Y,Y,Y,Y,Highly Processed,Taco Base,Unhealthy,Y,N,N,N,N,N,N,N,N,N,N,N
Arepa Dominicana,Grains; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,Y,Y,Y,Y,Y,Processed,Corn Cake,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Muffin, NFS",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Unhealthy,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Muffin, fruit",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,Variable
"Muffin, fruit, low fat",Grains; Sweets and snacks; Fruits; Dairy; Proteins,Carbohydrate-rich,Y,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,Variable
"Muffin, chocolate chip",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Dessert; Snack,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Muffin, chocolate",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Dessert; Snack,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Muffin, whole wheat",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Healthy,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Muffin, wheat",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Muffin, whole grain",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,Y,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Healthy,Y,Y,Y,N,N,N,Variable,Variable,Variable,N,N,N
"Muffin, wheat bran",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,Y,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Healthy,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Muffin, bran with fruit, lowfat",Grains; Sweets and snacks; Fruits; Dairy; Proteins,Carbohydrate-rich,Y,Y,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Healthy,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,Variable
"Muffin, oatmeal",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,Y,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Muffin, oat bran",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,Y,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Healthy,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Muffin, plain",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Muffin, cheese",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Muffin, pumpkin",Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Muffin, zucchini",Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Muffin, carrot",Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,Y,Y,Y,Processed,Baked Good; Breakfast; Snack,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
Popover,Grains; Dairy; Proteins,Carbohydrate-rich; Protein-rich,N,Y,Y,Y,N,N,N,Y,N,Processed,Baked Good; Side Dish,Moderate,Y,Y,Y,N,N,N,N,N,N,N,N,N
"Bread, Boston Brown",Grains; Sweets and snacks; Dairy,Carbohydrate-rich,N,N,Y,Y,N,N,Y,Y,Y,Processed,Steamed Bread,Moderate,Y,Y,N,N,N,N,N,N,N,N,N,Variable
"Bread, nut",Grains; Sweets and snacks; Nuts; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,Y,Y,Y,N,N,N,Y,Y,Processed,Quick Bread; Snack; Dessert,Moderate,Y,Y,Y,N,N,N,Y,Variable,N,N,N,N
"Bread, pumpkin",Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,Y,Y,Y,Processed,Quick Bread; Snack; Dessert,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Bread, fruit",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,Y,Y,Y,Processed,Quick Bread; Snack; Dessert,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,Variable
"Bread, zucchini",Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,Y,Y,Y,Processed,Quick Bread; Snack; Dessert,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Bread, Irish soda",Grains; Dairy,Carbohydrate-rich,N,N,Y,Y,N,N,Y,Y,Y,Processed,Quick Bread,Moderate,Y,Y,N,N,N,N,N,N,N,N,N,Variable
"Cake or cupcake, NFS",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,Variable
"Cake, angel food",Grains; Sweets and snacks; Proteins,Carbohydrate-rich,N,N,Y,Y,N,N,Y,N,N,Processed,Cake; Dessert,Moderate,Y,N,Y,N,N,N,N,N,N,N,N,N
"Cake or cupcake, apple",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,Variable
"Cake or cupcake, banana",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Cake or cupcake, Black Forest",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats; Beverages,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,N,Y,N,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,Y
"Cake, Boston cream pie",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Cake or cupcake, carrot",Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats; Nuts,Carbohydrate-rich; Fat-rich,Y,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,Y,Variable,N,N,N,N
"Cake or cupcake, coconut",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,Y,Variable,N,N,N,Variable
"Cheesecake, plain",Dairy; Sweets and snacks; Grains; Proteins; Oils and fats,Fat-rich; Carbohydrate-rich,N,Y,Y,Y,N,N,N,Y,N,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Cheesecake, fruit",Dairy; Sweets and snacks; Grains; Fruits; Proteins; Oils and fats,Fat-rich; Carbohydrate-rich,Y,Y,Y,Y,N,N,N,Y,N,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,Variable
"Cheesecake, chocolate",Dairy; Sweets and snacks; Grains; Proteins; Oils and fats,Fat-rich; Carbohydrate-rich,N,Y,Y,Y,N,N,N,Y,N,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Cake or cupcake, chocolate with white icing, bakery",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Cake or cupcake, chocolate with white icing, from mix",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Cake or cupcake, chocolate with chocolate icing, bakery",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Cake or cupcake, chocolate with chocolate icing, from mix",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Cake or cupcake, chocolate, no icing",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Cake or cupcake, German chocolate",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats; Nuts; Fruits,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,Y,Y,N,N,N,N
"Cake or cupcake, gluten free",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,Y,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,N,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Cake, chocolate, flourless",Sweets and snacks; Dairy; Proteins; Oils and fats; Nuts,Fat-rich; Carbohydrate-rich,N,Y,Y,Y,N,N,N,Y,Variable,Highly Processed,Dessert; Treat,Unhealthy,Variable,Y,Y,N,N,N,Y,Y,N,N,N,N
"Cake, cream",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Snack cake, chocolate",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Snack; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,Variable
"Snack cake, white",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Snack; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,Variable
"Cake, fruit cake",Grains; Sweets and snacks; Fruits; Nuts; Dairy; Proteins; Oils and fats; Beverages,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Dessert,Unhealthy,Y,Y,Y,N,N,N,Y,N,N,N,N,Y
"Cake or cupcake, gingerbread",Grains; Sweets and snacks; Spices; Dairy; Proteins; Oils and fats,Carbohydrate-rich,N,N,Y,Y,N,N,N,Y,Y,Processed,Dessert; Treat,Moderate,Y,Y,Y,N,N,N,N,N,N,N,N,N
Ice cream cake,Dairy; Sweets and snacks; Grains,Fat-rich; Carbohydrate-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Celebration Cake,Unhealthy,Y,Y,Variable,N,N,N,Variable,Variable,N,N,N,N
"Cake, jelly roll",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Variable,Y,N,N,N,N,N,N,N,N,N
"Cake or cupcake, lemon",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Cake or cupcake, marble",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Cake or cupcake, peanut butter",Grains; Sweets and snacks; Nuts; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,N,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,Y,N,Variable,N,N,N,N
"Cake, pound",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Processed,Dessert; Cake,Unhealthy,Y,Y,Y,N,N,N,N,N,N,N,N,N
"Cake or cupcake, pumpkin",Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats; Spices,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Cake or cupcake, red velvet",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Cake or cupcake, spice",Grains; Sweets and snacks; Spices; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Cake, sponge",Grains; Sweets and snacks; Proteins,Carbohydrate-rich,N,N,Y,Y,N,N,Y,N,Y,Processed,Cake Base; Dessert,Moderate,Y,N,Y,N,N,N,N,N,N,N,N,N
"Cake or cupcake, strawberry",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,Variable
"Cake, torte",Grains; Sweets and snacks; Nuts; Dairy; Proteins; Oils and fats,Fat-rich; Carbohydrate-rich,Y,Y,Y,Y,N,N,N,Y,N,Highly Processed,Rich Layer Cake; Dessert,Unhealthy,Variable,Y,Y,N,N,N,Y,Variable,N,N,N,N
"Cake, tres leche",Grains; Sweets and snacks; Dairy; Proteins,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,N,Y,Highly Processed,Dessert,Unhealthy,Y,Y,Y,N,N,N,N,N,N,N,N,N
"Cake, pineapple, upside down",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert,Unhealthy,Y,Y,Y,N,N,N,N,N,N,N,N,Variable
"Cake or cupcake, white with white icing, bakery",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Cake or cupcake, white with white icing, from mix",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Cake or cupcake, white with chocolate icing, bakery",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Cake or cupcake, white with chocolate icing, from mix",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Y,N,N,N,N
"Cake or cupcake, white, no icing",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,Y,Y,Y,N,N,N,Y,Y,Processed,Dessert; Treat,Unhealthy,Y,Y,Y,N,N,N,N,Variable,N,N,N,N
"Cake, strawberry shortcake",Grains; Sweets and snacks; Fruits; Dairy,Carbohydrate-rich,Y,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert,Unhealthy,Y,Y,Variable,N,N,N,N,N,N,N,N,Variable
"Cake or cupcake, zucchini",Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Y,N,Y,Y,N,N,N,Y,Y,Highly Processed,Dessert; Treat,Moderate,Y,Y,Y,N,N,N,Variable,Variable,N,N,N,N
"Cookie, batter or dough, raw",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Processed,Ingredient,Unhealthy,Y,Y,Y,N,N,Variable,Variable,Variable,N,N,N,Variable
"Cookie, NFS",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Dessert; Snack; Treat,Unhealthy,Y,Y,Y,N,N,Variable,Variable,Variable,N,N,N,Variable
"Cookie, almond",Grains; Sweets and snacks; Nuts; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,N,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,Y,N,N,N,Y,N,N,N,N,N
"Cookie, applesauce",Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich,N,N,Y,Y,N,N,N,Y,Y,Processed,Cookie; Dessert,Moderate,Y,Y,Y,N,N,N,N,N,N,N,N,N
"Cookie, biscotti",Grains; Sweets and snacks; Nuts; Proteins; Oils and fats,Carbohydrate-rich,N,N,Y,Y,N,N,N,Y,Variable,Processed,Cookie,Moderate,Y,Variable,Y,N,N,Variable,Variable,N,N,N,N,Variable
"Cookie, brownie, NS as to icing",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Brownie; Dessert Bar,Unhealthy,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, brownie, without icing",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Processed,Brownie; Dessert Bar,Unhealthy,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, brownie, with icing or filling",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Brownie; Dessert Bar,Unhealthy,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, brownie, reduced fat, NS as to icing",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Brownie; Dessert Bar,Moderate,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, butterscotch, brownie",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Brownie; Dessert Bar,Unhealthy,Y,Y,Y,N,N,Variable,N,Variable,N,N,N,N
"Cookie, bar, with chocolate",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Dessert Bar,Unhealthy,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, chocolate chip",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, chocolate chip, made from home recipe or purchased at a bakery",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Processed,Cookie; Dessert,Unhealthy,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, chocolate chip, reduced fat",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Cookie; Dessert,Moderate,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, chocolate chip sandwich",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,Y,N,N,N,Y,Variable,N,N,N,N
"Cookie, chocolate, made with rice cereal",Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,Y,Y,Y,Highly Processed,No-Bake Cookie; Dessert,Unhealthy,Y,Y,N,N,N,Y,Y,Variable,N,N,N,N
"Cookie, chocolate, made with oatmeal and coconut, no bake",Grains; Sweets and snacks; Fruits; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,Y,Y,Y,Highly Processed,No-Bake Cookie; Dessert,Unhealthy,Y,Y,N,N,N,N,Y,Variable,N,N,N,N
"Cookie, chocolate or fudge",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, marshmallow, chocolate-covered",Sweets and snacks; Grains; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Cookie; Dessert; Treat,Unhealthy,Y,Y,N,N,N,N,N,Y,N,N,N,N
"Cookie, marshmallow pie, chocolate covered",Sweets and snacks; Grains; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Snack Cake; Dessert,Unhealthy,Y,Y,N,N,N,N,N,Y,N,N,N,N
"Cookie, chocolate, with icing or coating",Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Variable,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,Y,N,N,Variable,Y,Variable,N,N,N,N
"Cookie, sugar wafer, chocolate-covered",Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,N,N,N,N,N,Y,N,N,N,N
"Cookie, chocolate sandwich",Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,N,N,N,N,N,Y,N,N,N,N
"Cookie, chocolate sandwich, reduced fat",Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,N,N,N,N,N,Y,N,N,N,N
"Cookie, chocolate, sandwich, with extra filling",Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,N,N,N,N,N,Y,N,N,N,N
"Cookie, chocolate and vanilla sandwich",Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,N,N,Y,Y,N,N,N,Y,Y,Highly Processed,Cookie; Dessert,Unhealthy,Y,Y,N,N,N,N,N,Y,N,N,N,N
