Alanine (G),"Alcohol, ethyl (G)",Arginine (G),Ash (G),Aspartic acid (G),Beta-sitosterol (MG),Betaine (MG),Caffeine (MG),"Calcium, Ca (MG)",Campesterol (MG),"Carbohydrate, by difference (G)","Carotene, alpha (UG)","Carotene, beta (UG)",Cholesterol (MG),"Choline, total (MG)","Copper, Cu (MG)","Cryptoxanthin, beta (UG)",Cystine (G),Energy (KCAL),"Fatty acids, total monounsaturated (G)","Fatty acids, total polyunsaturated (G)","Fatty acids, total saturated (G)","Fatty acids, total trans (G)","Fatty acids, total trans-monoenoic (G)","Fatty acids, total trans-polyenoic (G)","Fiber, total dietary (G)","Fluoride, F (UG)","Folate, DFE (UG)","Folate, food (UG)","Folate, total (UG)",Folic acid (UG),Fructose (G),Galactose (G),Glucose (G),Glutamic acid (G),Glycine (G),Histidine (G),Hydroxyproline (G),"Iron, Fe (MG)",Isoleucine (G),Lactose (G),Leucine (G),Lutein + zeaxanthin (UG),Lycopene (UG),Lysine (G),MUFA 14:1 (G),MUFA 15:1 (G),MUFA 16:1 (G),MUFA 17:1 (G),MUFA 18:1 (G),MUFA 20:1 (G),MUFA 22:1 (G),MUFA 24:1 (G),"Magnesium, Mg (MG)",Maltose (G),"Manganese, Mn (MG)",Methionine (G),Niacin (MG),PUFA 18:2 (G),PUFA 18:3 (G),PUFA 18:4 (G),PUFA 20:2 (G),PUFA 20:3 (G),PUFA 20:4 (G),PUFA 20:5 (G),PUFA 21:5 (G),PUFA 22:4 (G),PUFA 22:5 (G),PUFA 22:6 (G),PUFA 2:4 (G),Pantothenic acid (MG),Phenylalanine (G),"Phosphorus, P (MG)",Phytosterols (MG),"Potassium, K (MG)",Proline (G),Protein (G),Retinol (UG),Riboflavin (MG),SFA 10:0 (G),SFA 12:0 (G),SFA 13:0 (G),SFA 14:0 (G),SFA 15:0 (G),SFA 16:0 (G),SFA 17:0 (G),SFA 18:0 (G),SFA 20:0 (G),SFA 22:0 (G),SFA 24:0 (G),SFA 4:0 (G),SFA 6:0 (G),SFA 8:0 (G),"Selenium, Se (UG)",Serine (G),"Sodium, Na (MG)",Starch (G),Stigmasterol (MG),Sucrose (G),TFA 16:1 t (G),TFA 18:1 t (G),TFA 22:1 t (G),Theobromine (MG),Thiamin (MG),Threonine (G),Total Sugars (G),Total lipid (fat) (G),Tryptophan (G),Tyrosine (G),Valine (G),"Vitamin A, RAE (UG)",Vitamin B-12 (UG),Vitamin B-6 (MG),"Vitamin C, total ascorbic acid (MG)",Vitamin D (D2 + D3) (UG),Water (G),"Zinc, Zn (MG)",allergens,category,diets,min_age_months,name,weight (G),Vitamin K (UG),Vitamin E (MG),TFA 18:2 t (G),alkalinity Ph (0-14)
,,,6.89,,,1.2,,664.0,,64.06,,1872.0,,16.5,0.3,,,331.0,2.518,2.946,7.433,,,,42.6,,109.0,109.0,109.0,,,,,,,,,6.65,,,,2920.0,,,,,0.038,,2.476,,,,220.0,,1.9,,0.91,2.71,0.236,,,,,,,,,,,0.33,,70.0,,750.0,,4.88,,0.3,,0.02,,0.04,,6.618,,0.755,,,,,,,4.3,,50.0,,,10.6,,,,,0.1,,10.6,15.22,,,,156.0,,1.74,61.2,,9.25,3.2,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Rosemary (dried),100.0,220.4,0.8,,5.9
,,,7.33,,,0.5,,1196.0,,52.3,,69.0,,23.2,1.06,,,345.0,9.907,1.705,0.48,,,,39.8,,24.0,24.0,24.0,,,,,,,,,18.5,,,,,,,,,0.01,,9.878,,,,385.0,,6.51,,6.05,1.52,0.185,,,,,,,,,,,0.85,,487.0,,1694.0,,15.8,,0.35,0.005,0.005,,0.01,,0.36,,0.09,0.01,,,,,,6.2,,88.0,,,1.4,,,,,0.62,,1.4,14.5,,,,6.0,,0.47,21.0,,9.8,3.7,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Fennel seed (for seafood),100.0,62.8,2.7,0.002,5.7
,,,4.32,,,2.8,,1576.0,,64.43,,3148.0,,28.6,0.63,,,306.0,1.503,2.923,1.547,,,,42.5,,274.0,274.0,274.0,,,,,,,,,36.8,,,,1930.0,,,,,0.015,,1.488,,,,270.0,,4.92,,6.4,0.27,2.653,,,,,,,,,,,0.92,,147.0,,1260.0,,11.0,,0.53,,0.01,,0.007,,1.378,,0.152,,,,,,,4.5,,25.0,,,4.09,,,,,0.18,,4.09,10.25,,,,262.0,,0.1,5.0,,9.93,4.4,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Oregano (dried),100.0,621.7,18.27,,5.9
,,,6.4,,,,,350.0,,60.3,,36.0,,,0.8,,,374.0,,,,,,,20.9,,,,90.0,,,,,,,,,25.5,,,,,278.0,,,,,,,,,,230.0,,2.6,,3.0,,,,,,,,,,,,,,,442.0,,1350.0,,13.1,3.0,0.3,,,,,,,,,,,,,,,2.8,,35.0,,,,,,,,0.08,,,11.9,,,,3.0,,0.1,0.6,,8.0,4.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Achiote (annatto),100.0,56.3,10.22,0.002,5.7
,,,8.0,,,,,148.0,,56.6,,12480.0,,,0.4,,,318.0,,,,,,,28.6,,,,106.0,,,,,,,,,7.8,,,,,,,,,,,,,,,152.0,,1.8,,8.7,,,,,,,,,,,,,,,293.0,,2010.0,,12.0,2081.0,0.9,,,,,,,,,,,,,,,8.6,,30.0,,,,,,,,0.3,,,17.3,,,,2081.0,,2.4,76.4,,10.0,2.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Habanero powder (dried),100.0,56.3,10.22,0.002,5.7
,,,11.1,,,,,296.0,,53.9,5.0,1445.0,,,0.3,,,282.0,,,,,,,34.8,,,,100.0,,,,,,,,,11.4,,,,,,,,,,,,,,,154.0,,1.9,,10.9,,,,,,,,,,,,,,,303.0,,1600.0,,13.5,169.0,0.5,,,,,,,,,,,,,,,12.2,,78.0,,,,,,,,0.2,,,13.7,,,,169.0,,0.7,3.4,,7.8,2.7,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried chilies (various),100.0,56.3,10.22,0.002,5.7
,,,5.8,,,2.5,,1595.0,,60.1,,3480.0,,35.8,0.52,,,319.0,0.704,2.13,0.908,,,,11.2,,,,102.0,,,,,,,,,36.8,,,,560.0,,,,,,,,,,,533.0,,2.47,,4.1,,,,,,,,,,,,,,,230.0,,1150.0,,22.8,,0.44,,,,,,,,,,,,,,,3.9,,154.0,,,,,,,,0.35,,,4.8,,,,290.0,,0.5,112.5,,6.5,3.8,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Epazote (dried),100.0,620.0,2.7,,5.9
,,,3.9,,,,,110.0,,32.5,,,,,0.725,,,515.0,5.43,28.5,3.39,,,,14.5,,,,184.0,,,,,,,,,4.1,,,,,,,,,,,,,,,353.0,,1.114,,5.1,,,,,,,,,,,,,0.82,,574.0,,616.0,,15.8,,0.14,,,,,,,,,,,,,,,18.5,,23.0,,,,,,,,0.81,,,39.4,,,,,,0.61,,,8.4,3.2,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Safflower (azafrán),100.0,56.3,4.6,0.002,5.7
,,,,,,,,11.0,,60.5,,,,,0.05,,,287.0,,,,,,,15.9,,8.0,,,,,,,,,,,0.12,,,,,,,,,,,,,,,137.0,,0.113,,1.63,,,,,,,,,,,,,,,12.0,,148.0,,2.49,,0.18,,,,,,,,,,,,,,,0.6,,9.0,,,,,,,,0.1,,,3.23,,,,,,0.15,6.3,,12.5,0.16,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Vanilla (dried),100.0,,,0.002,5.7
1.054,,4.793,,2.872,229.0,,,52.0,18.0,14.7,1.0,10.0,,62.7,1.34,1.0,0.354,574.0,16.2,20.97,8.46,,,,6.0,,58.0,,,,,,,5.151,1.328,0.778,,8.82,1.144,,1.98,11.0,,1.094,,,,,,,,,592.0,,4.54,0.509,4.987,,,,,,,,,,,,,0.75,1.39,1174.0,265.0,788.0,0.999,24.5,,0.153,,,,,,,,,,,,,,,9.3,1.547,18.0,,19.0,,,,,,0.273,0.975,1.1,49.0,0.446,0.902,1.365,1.0,,0.143,1.9,,5.23,7.81,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Pepita spice (ground pumpkin seeds),100.0,7.3,2.18,0.002,5.7
0.547,,0.518,,1.139,,,,148.0,,56.6,,1876.0,,,0.37,,0.138,318.0,2.97,7.82,3.26,,,,27.2,,106.0,,,,,,,1.838,0.482,0.335,,7.8,0.505,,0.816,794.0,,0.59,,,,,,,,,152.0,,3.0,0.158,8.7,,,,,,,,,,,,,2.52,0.578,293.0,,2014.0,0.449,12.0,,0.91,,,,,,,,,,,,,,,9.3,0.536,30.0,,,,,,,,0.33,0.468,,17.3,0.169,0.407,0.612,2081.0,,2.45,76.4,,9.25,2.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried red chili,100.0,10.3,29.8,0.002,5.7
,,,3.0,,,,,110.0,,58.75,,,,,0.05,,,523.06,,,,,,,1.88,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,100.0,,0.48,,,,,,,,,,,,,,,,,26.0,,320.0,,7.89,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,28.5,,,,,,,,,5.0,0.82,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Calabash nutmeg,100.0,56.3,10.22,0.002,5.7
,,,3.55,,,,,242.0,,65.65,,,,,0.2,,,388.8,,,,,,,12.0,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,102.0,,0.15,,1.55,,,,,,,,,,,,,,,,,1650.0,,6.8,,0.21,,,,,,,,,,,,,,,,,13.0,,,,,,,,0.18,,,11.0,,,,55.0,,,35.0,,11.0,1.15,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Grains of Selim,100.0,56.3,10.22,0.002,5.7
,,,,,,,,175.0,,47.0,,,,,,,,525.0,,,,,,,22.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,275.0,,550.0,,7.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,38.0,,,,,,,,,,3.0,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,African nutmeg (Ehuru),100.0,56.3,10.22,0.002,5.7
0.589,,0.645,5.94,1.082,28.0,,26.0,148.0,7.0,56.63,,4426.0,,107.5,0.339,128.0,0.158,318.0,2.793,9.215,3.279,0.063,0.052,0.011,34.8,,106.0,106.0,106.0,,,,,1.498,0.495,0.306,,7.8,0.556,,0.852,26990.0,,0.671,,,0.045,,2.73,,,,152.0,,0.916,0.17,8.44,7.957,1.258,,,,,,,,,,,2.52,0.47,293.0,55.0,1996.0,0.424,12.01,,0.919,,0.007,,0.063,0.024,2.238,0.043,0.803,0.086,,,,,,14.4,0.505,30.0,,20.0,,,0.052,,2.4,0.328,0.428,10.34,17.27,0.198,0.354,0.589,369.0,,2.45,76.4,,8.05,2.48,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried chilies,100.0,105.7,29.8,0.011,5.7
,,,,,,,,350.0,,48.0,,,,,,,,325.0,,,,,,,17.0,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,225.0,,1100.0,,11.0,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,12.0,,,,,,,,,,4.0,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Uziza seed,100.0,56.3,10.22,0.002,5.7
,,,,,,,,250.0,,53.0,,,,,,,,375.0,,,,,,,22.0,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,175.0,,1100.0,,7.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,13.0,,,,,,,,,,3.0,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Uda seed (Negro pepper),100.0,56.3,10.22,0.002,5.7
0.66,,0.686,7.8,1.23,22.0,,,229.0,5.0,53.99,1316.0,14781.0,,109.8,0.684,53.0,0.134,289.0,2.05,6.91,2.19,,,,34.8,,49.0,49.0,49.0,,5.62,,4.41,1.74,0.535,0.334,,21.1,0.589,,0.932,17796.0,18.0,0.697,,,0.03,,2.01,,,,178.0,,1.66,0.198,8.57,6.02,0.89,,,,,,,,,,,2.64,0.627,355.0,46.0,2280.0,0.612,13.9,,1.13,,,,0.06,0.01,1.52,0.04,0.55,0.01,,,,,,6.3,0.589,68.0,22.68,19.0,0.31,,,,,0.33,0.505,10.34,12.9,0.18,0.45,0.7,2463.0,,2.14,39.3,,11.1,4.33,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Smoked paprika,100.0,80.3,29.1,0.002,5.7
,,,4.73,,,,,1000.0,,80.8,5.0,180.0,,11.2,0.339,,,247.0,0.076,0.147,0.34,,,,53.1,,27.0,27.0,27.0,,0.46,,0.44,,,,,8.32,,,,220.0,,,,,,,,,,,60.0,,17.495,,1.332,,,,,,,,,,,,,0.354,,64.0,,431.0,,3.99,,0.041,,,,,,,,,,,,,,,3.1,,10.0,,,2.17,,,,,0.022,,2.17,1.24,,,,15.0,,0.158,3.8,,9.24,1.83,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Cinnamon (light use),100.0,31.2,2.32,0.002,5.7
,,,2.34,,,,,183.0,,49.29,,30.0,,7.7,0.297,,,525.0,3.22,0.7,25.36,,,,20.8,,76.0,76.0,76.0,,,,,,,,,3.04,,,,156.0,,,,,,,,,,,183.0,,2.9,,1.299,,,,,,,,,,,,,0.244,,213.0,,350.0,,5.84,,0.057,,,,,,,,,,,,,,,1.8,,16.0,,,,,,,,0.346,,,36.3,,,,5.0,,0.16,3.0,,6.23,2.15,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Nutmeg (light use),100.0,4.9,0.47,0.002,5.7
,,,0.21,,,,,18.0,,7.15,11.0,1073.0,,12.0,0.129,,,32.0,0.016,0.137,0.032,,,,1.4,,23.0,23.0,23.0,,2.05,,2.1,,,,,0.99,,,,381.0,,,,,,,,,,,25.0,,0.191,,1.096,,,,,,,,,,,,,0.297,,43.0,,322.0,,1.63,,0.093,,,,,,,,,,,,,,,0.4,,7.0,,,,,,,,0.082,,4.15,0.3,,,,104.0,,0.354,242.5,,90.71,0.26,,Vegetables and Vegetable Products,"Gluten-Free,Vegan,Vegetarian",6,Green chili,100.0,14.2,0.69,,5.9
,,,,,,,,1200.0,,60.0,,,,,0.8,,,370.0,,,,,,,30.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,250.0,,5.0,,10.0,,,,,,,,,,,,,,,200.0,,1300.0,,10.0,,0.4,,,,,,,,,,,,,,,,,20.0,,,,,,,,0.3,,,20.0,,,,25.0,,0.5,35.0,,,3.0,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Sichuan pepper (Timur pepper),100.0,56.3,10.22,0.002,5.7
,,,,,,,,1200.0,,60.0,,,,,0.8,,,370.0,,,,,,,30.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,250.0,,5.0,,10.0,,,,,,,,,,,,,,,200.0,,1300.0,,10.0,,0.4,,,,,,,,,,,,,,,,,20.0,,,,,,,,0.3,,,20.0,,,,25.0,,0.5,35.0,,,3.0,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Timur pepper (Sichuan pepper),100.0,56.3,10.22,0.002,5.7
,,,6.4,,,,,1525.0,,42.9,,,,,0.95,,,305.0,,,,,,,17.5,,,,264.0,,,,,,,,,7.6,,,,,,,,,,,,,,,378.0,,2.3,,3.2,,,,,,,,,,,,,,,443.0,,1351.0,,15.9,,0.39,,,,,,,,,,,,,,,,,16.0,,,,,,,,0.33,,,21.8,,,,,,0.37,,,8.9,4.9,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Ajwain (carom seed),100.0,24.9,0.4,0.002,5.7
,,,,,,,,280.0,,64.3,,,,,,,,372.0,,,,,,,39.4,,,,,,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.0,,10.4,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,10.5,,,,,,,,,8.0,,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Sichuan pepper (Timur),100.0,56.3,10.22,0.002,5.7
,,,5.0,,,,,166.0,,56.63,,875.0,,51.5,0.385,,,318.0,,,,,,,28.1,,,,106.0,,,,,,,,,7.8,,,,4680.0,,,,,,,,,,,145.0,,1.48,,8.7,,,,,,,,,,,,,2.547,,293.0,,1930.0,,12.01,,0.919,,,,,,,,,,,,,,,10.7,,30.0,,,,,,,,0.328,,10.34,17.27,,,,730.0,,3.869,76.4,,9.09,2.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried chili,100.0,105.7,29.83,0.002,5.7
,,,5.0,,,,,166.0,,56.63,,875.0,,51.5,0.385,,,318.0,,,,,,,28.1,,,,106.0,,,,,,,,,7.8,,,,4680.0,,,,,,,,,,,145.0,,1.48,,8.7,,,,,,,,,,,,,2.547,,293.0,,1930.0,,12.01,,0.919,,,,,,,,,,,,,,,10.7,,30.0,,,,,,,,0.328,,10.34,17.27,,,,730.0,,3.869,76.4,,9.09,2.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Dried red chilies,100.0,105.7,29.83,0.002,5.7
,,,5.0,,,,,166.0,,56.63,,875.0,,51.5,0.385,,,318.0,,,,,,,28.1,,,,106.0,,,,,,,,,7.8,,,,4680.0,,,,,,,,,,,145.0,,1.48,,8.7,,,,,,,,,,,,,2.547,,293.0,,1930.0,,12.01,,0.919,,,,,,,,,,,,,,,10.7,,30.0,,,,,,,,0.328,,10.34,17.27,,,,730.0,,3.869,76.4,,9.09,2.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Locoto powder (dried hot pepper),100.0,105.7,29.83,0.002,5.7
,,,7.27,,,,,292.0,,55.7,,5693.0,,40.5,0.373,,,318.0,2.05,9.38,3.26,,,,33.7,,104.0,,,,,,,,,,,13.9,,,,,,,,,,,,,,,151.0,,2.126,,10.6,,,,,,,,,,,,,,,293.0,,1332.0,,12.03,,0.63,,,,,,,,,,,,,,,6.3,,1640.0,,,,,,,,0.236,,10.33,17.26,,,,651.0,,1.48,15.3,,7.74,2.45,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Ají amarillo powder,100.0,80.3,13.84,0.002,5.7
,,,7.27,,,,,292.0,,55.7,,5693.0,,40.5,0.373,,,318.0,2.05,9.38,3.26,,,,33.7,,104.0,,,,,,,,,,,13.9,,,,,,,,,,,,,,,151.0,,2.126,,10.6,,,,,,,,,,,,,,,293.0,,1332.0,,12.03,,0.63,,,,,,,,,,,,,,,6.3,,1640.0,,,,,,,,0.236,,10.33,17.26,,,,651.0,,1.48,15.3,,7.74,2.45,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Ají panca powder,100.0,80.3,13.84,0.002,5.7
,,,4.02,,,,,2100.0,,60.13,,5040.0,,58.6,0.72,,,285.0,0.65,1.76,1.57,,,,39.8,,274.0,,,,,,,,,,,15.6,,,,,,,,,,,,,,,489.0,,11.5,,6.67,,,,,,,,,,,,,,,236.0,,2000.0,,19.88,,0.266,,,,,,,,,,,,,,,0.8,,52.0,,,,,,,,0.117,,8.01,6.04,,,,421.0,,1.7,2.5,,9.93,2.58,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,"Muña (Andean mint, dried)",100.0,494.0,2.45,,5.9
,,,4.02,,,,,2100.0,,60.13,,5040.0,,58.6,0.72,,,285.0,0.65,1.76,1.57,,,,39.8,,274.0,,,,,,,,,,,15.6,,,,,,,,,,,,,,,489.0,,11.5,,6.67,,,,,,,,,,,,,,,236.0,,2000.0,,19.88,,0.266,,,,,,,,,,,,,,,0.8,,52.0,,,,,,,,0.117,,8.01,6.04,,,,421.0,,1.7,2.5,,9.93,2.58,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,"Wacatay (black mint, dried)",100.0,494.0,2.45,,5.9
,,,9.6,,,,,314.0,,53.99,,13988.0,,87.5,0.702,,,289.0,1.83,6.84,2.19,,,,34.8,,159.0,,,,,,,,,,,22.8,,,,,,,,,,,,,,,178.0,,2.21,,12.04,,,,,,,,,,,,,,,342.0,,2280.0,,14.76,,1.62,,,,,,,,,,,,,,,4.5,,68.0,,,,,,,,0.33,,10.31,12.95,,,,2463.0,,2.14,0.9,,8.7,4.3,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Ají colorado powder,100.0,80.3,29.1,0.002,5.7
,,,9.9,,,,,2100.0,,29.9,,488.0,,,0.24,,,285.0,0.147,0.551,0.852,,,,14.9,,331.0,331.0,331.0,,,,,,,,,15.6,,,,3340.0,,,,,,,0.147,,,,600.0,,9.9,,4.82,0.29,0.261,,,,,,,,,,,,,160.0,,1490.0,,19.9,,0.95,,,,0.007,,0.655,,0.19,,,,,,,1.3,,80.0,,,,,,,,0.26,,5.67,4.9,,,,244.0,,0.26,100.0,,36.2,1.3,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Mint (dried),100.0,1640.0,10.0,,5.9
,,,,,,,,173.0,,60.0,,,,,0.11,,,370.0,1.52,2.28,1.23,,,,27.8,,,,,,,,,,,,,6.6,,,,,,,,,,,1.52,,,,169.0,,0.93,,3.16,2.16,0.12,,,,,,,,,,,0.26,,310.0,,770.0,,12.0,,0.3,,,,,,0.8,,0.4,,,,,,,5.3,,22.0,,,,,,,,0.13,,,5.9,,,,37.0,,0.33,,,9.9,1.3,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Annatto (urucum),100.0,,,0.002,5.7
,,,1.0,,39.0,,,26.0,4.0,23.7,,,,39.5,0.68,,,660.0,3.37,0.78,57.2,,,,16.3,,26.0,26.0,26.0,,0.85,,0.85,,,,,2.43,,,,,,,,,0.05,,3.27,,,,90.0,,2.68,,0.8,0.78,,,,,,,,,,,,0.78,,206.0,44.0,572.0,,7.0,,0.03,3.55,29.9,,12.3,,6.01,,2.83,0.06,,,,0.33,4.15,14.2,,37.0,,1.0,0.95,,,,,0.06,,2.65,64.5,,,,,,0.19,3.3,,3.0,1.06,"Nuts,Nuts (coconut)",Fruits and Fruit Juices,"Gluten-Free,Vegan,Vegetarian",6,"Coconut powder (aromatic, used in some dishes)",100.0,,0.27,,6.0
,,,,,,,,173.0,,60.0,,,,,0.11,,,370.0,1.52,2.28,1.23,,,,27.8,,,,,,,,,,,,,6.6,,,,,,,,,,,1.52,,,,169.0,,0.93,,3.16,2.16,0.12,,,,,,,,,,,0.26,,310.0,,770.0,,12.0,,0.3,,,,,,0.8,,0.4,,,,,,,5.3,,22.0,,,,,,,,0.13,,,5.9,,,,37.0,,0.33,,,9.9,1.3,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Achiote (urucum),100.0,,,0.002,5.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,"Priprioca (aromatic root, dried)",100.0,28.9,1.09,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,"Cumaru (Tonka bean, grated)",100.0,56.3,10.22,0.002,5.7
,,,,,,,,19.0,,15.2,,10.0,,,0.054,,,71.0,,,,,,,1.3,,5.0,,,,,,,,,,,0.81,,,,,,,,,,,,,,,18.0,,0.119,,0.44,,,,,,,,,,,,,,,25.0,,269.0,,1.4,,0.013,,,,,,,,,,,,,,,0.6,,6.0,,,,,,,,0.038,,,0.6,,,,1.0,,0.076,4.9,,83.1,0.12,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Galangal (dried),100.0,56.3,10.22,0.002,5.7
,,,,,,,,65.0,,25.31,,86.0,,,0.266,3.0,,99.0,,,,,,,5.0,,75.0,,,,,,,,,,,5.2,,,,45.0,,,,,,,,,,,60.0,,0.58,,1.11,,,,,,,,,,,,,,,101.0,,494.0,,1.82,,0.135,,,,,,,,,,,,,,,0.7,,6.0,,,,,,,,0.065,,,0.49,,,,13.0,,0.08,2.6,,80.5,0.29,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Lemongrass (dried),100.0,770.6,3.89,,5.9
,,,,,,,,74.0,,62.5,,,,8.6,0.086,,,239.0,,,,,,,5.1,,14.0,,,,,,,,,,,2.8,,,,,,,,,,,,,,,92.0,,0.113,,1.938,,,,,,,,,,,,,,,113.0,,628.0,,2.8,,0.152,,,,,,,,,,,,,,,1.3,,28.0,,,,,,,,0.428,,57.4,0.6,,,,,,0.066,3.5,,30.3,0.1,,Fruits and Fruit Juices,"Gluten-Free,Vegan,Vegetarian",6,Tamarind powder (aromatic souring agent),100.0,1.2,0.61,,6.0
,,,,,,,,658.0,,59.4,10.0,249.0,,,0.75,,,290.0,1.32,2.16,1.52,,,,25.3,,,,10.0,,,,,,,,,18.3,,,,,,,,,,,,,,,234.0,,11.7,,3.9,,,,,,,,,,,,,,,196.0,,1301.0,,9.89,,0.33,,,,,,,,,,,,,,,10.4,,19.0,,,,,,,,0.13,,1.23,5.8,,,,21.0,,0.36,3.1,,8.65,2.71,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Five-spice powder,100.0,29.3,3.04,,6.2
,,,5.23,,,,,1143.0,,60.5,,,,,0.5,,,372.0,,,,,,,39.8,,180.0,,,,,,,,,,,29.5,,,,,,,,,,,,,,,230.0,,3.5,,4.5,,,,,,,,,,,,,,,460.0,,1240.0,,10.1,,0.4,,,,,,,,,,,,,,,,,35.0,,,,,,,,0.3,,,9.9,,,,30.0,,0.5,53.0,,8.3,2.5,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Sichuan pepper,100.0,26.0,2.5,0.002,5.7
,,,,,,,,600.0,,50.8,,,,,0.6,,,376.0,,,,,,,25.5,,100.0,,,,,,,,,,,35.0,,,,,,,,,,,,,,,250.0,,3.0,,3.5,,,,,,,,,,,,,,,350.0,,1300.0,,12.5,,0.3,,,,,,,,,,,,,,,10.0,,60.0,,,,,,,,0.2,,,14.5,,,,50.0,,0.4,15.0,,8.0,2.8,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Garam masala (mixed spice),100.0,20.0,3.0,,6.2
,,,17.96,,,,,2132.0,,60.1,202.0,3370.0,,,0.941,,,272.0,,,,,,,37.5,,164.0,,,,,,,,,,,37.88,,,,6980.0,,,,,,,,,,,377.0,,7.491,,4.08,,,,,,,,,,,,,,,140.0,,1051.0,,6.73,,0.58,,,,,,,,,,,,,,,4.6,,24.0,,,,,,,,0.147,,0.5,5.91,,,,281.0,,1.81,50.0,,9.31,4.09,,Spices and Herbs,"Gluten-Free,Vegan,Vegetarian",6,Savory (chubritsa),100.0,310.0,7.82,,5.9
