match_type,value
intersection,"muffin, english"
intersection,"muffin, english, cheese"
intersection,"muffin, english, multigrain"
intersection,"muffin, english, oat bran"
intersection,"muffin, english, oat bran, with raisins"
intersection,"muffin, english, pumpernickel"
intersection,"muffin, english, rye"
intersection,"muffin, english, wheat bran"
intersection,"muffin, english, wheat bran, with raisins"
intersection,"muffin, english, wheat or cracked wheat"
intersection,"muffin, english, wheat or cracked wheat, with raisins"
intersection,"muffin, english, whole grain white"
intersection,"muffin, english, whole wheat"
intersection,"muffin, english, whole wheat, with raisins"
intersection,"muffin, english, with fruit other than raisins"
intersection,"muffin, english, with raisins"
intersection,"muffin, fruit"
intersection,"muffin, fruit, low fat"
intersection,"muffin, nfs"
intersection,"muffin, oat bran"
intersection,"muffin, oatmeal"
intersection,"muffin, plain"
intersection,"muffin, pumpkin"
intersection,"muffin, wheat"
intersection,"muffin, wheat bran"
intersection,"muffin, whole grain"
intersection,"muffin, whole wheat"
intersection,"muffin, zucchini"
intersection,multigrain chips (sun chips)
intersection,multiple meat sandwich on wheat
intersection,"multiple meat sandwich on wheat, with cheese"
intersection,multiple meat sandwich on white
intersection,"multiple meat sandwich on white, with cheese"
intersection,"multiple meat sandwich or sub, restaurant"
intersection,"multiple meat sandwich or sub, with cheese, restaurant"
intersection,multiple meat sandwich wrap
intersection,"mung beans, cooked"
intersection,"mushroom, asian, cooked, from dried"
intersection,"mushrooms, canned, cooked"
intersection,"mushrooms, cooked, as ingredient"
intersection,"mushrooms, for use on a sandwich"
intersection,"mushrooms, fresh, cooked with butter or margarine"
intersection,"mushrooms, fresh, cooked with oil"
intersection,"mushrooms, fresh, cooked, fat added, ns as to fat type"
intersection,"mushrooms, fresh, cooked, no added fat"
intersection,"mushrooms, ns as to form, cooked"
intersection,"mushrooms, pickled"
intersection,"mushrooms, raw"
intersection,"mushrooms, stuffed"
intersection,mussels
intersection,mustard
intersection,"mustard greens, fresh, cooked, fat added"
intersection,"mustard greens, fresh, cooked, no added fat"
intersection,"mustard greens, frozen, cooked, fat added"
intersection,"mustard greens, frozen, cooked, no added fat"
intersection,"mustard greens, ns as to form, cooked"
intersection,"mustard greens, raw"
intersection,"nachos, beef or pork"
intersection,"nachos, beef or pork, with beans"
intersection,"nachos, cheese only"
intersection,"nachos, chicken"
intersection,"nachos, chicken, with beans"
intersection,"nachos, nfs"
intersection,"nachos, with beans"
intersection,natto
intersection,"nectarine, raw"
intersection,"non-dairy milk, nfs"
intersection,noodle pudding
intersection,"noodles with vegetables in tomato-based sauce, diet frozen meal"
intersection,"noodles, chow mein"
intersection,"noodles, cooked"
intersection,"noodles, whole grain, cooked"
intersection,nutella sandwich on wheat bread
intersection,nutella sandwich on white bread
intersection,nutrition bar (balance original bar)
intersection,nutrition bar (clif bar)
intersection,nutrition bar (clif kids organic zbar)
intersection,nutrition bar (powerbar)
intersection,nutrition bar (slim fast original meal bar)
intersection,nutrition bar (snickers marathon protein bar)
intersection,nutrition bar (south beach living high protein bar)
intersection,nutrition bar (south beach living meal bar)
intersection,nutrition bar (tiger's milk)
intersection,nutrition bar (zone perfect classic crunch)
intersection,"nutrition bar or meal replacement bar, nfs"
intersection,"nutritional drink or shake, high protein, light, ready-to-drink, nfs"
intersection,"nutritional drink or shake, high protein, ready-to-drink (slim fast)"
intersection,"nutritional drink or shake, high protein, ready-to-drink, nfs"
intersection,"nutritional drink or shake, liquid, soy-based"
intersection,"nutritional drink or shake, ready-to-drink (boost plus)"
intersection,"nutritional drink or shake, ready-to-drink (boost)"
intersection,"nutritional drink or shake, ready-to-drink (carnation instant breakfast)"
intersection,"nutritional drink or shake, ready-to-drink (ensure plus)"
intersection,"nutritional drink or shake, ready-to-drink (ensure)"
intersection,"nutritional drink or shake, ready-to-drink (muscle milk)"
intersection,"nutritional drink or shake, ready-to-drink (slim fast)"
intersection,"nutritional drink or shake, ready-to-drink, light (muscle milk)"
intersection,"nutritional drink or shake, ready-to-drink, nfs"
intersection,"nutritional drink or shake, ready-to-drink, sugar free (glucerna)"
intersection,"nutritional drink or shake, ready-to-drink, sugar free (slim fast)"
intersection,nutritional powder mix (carnation instant breakfast)
intersection,nutritional powder mix (eas soy protein powder)
intersection,nutritional powder mix (eas whey protein powder)
intersection,nutritional powder mix (isopure)
intersection,nutritional powder mix (muscle milk)
intersection,nutritional powder mix (slim fast)
intersection,"nutritional powder mix, high protein (herbalife)"
intersection,"nutritional powder mix, high protein (slim fast)"
intersection,"nutritional powder mix, high protein, nfs"
intersection,"nutritional powder mix, light (muscle milk)"
intersection,"nutritional powder mix, nfs"
intersection,"nutritional powder mix, protein, light, nfs"
intersection,"nutritional powder mix, protein, nfs"
intersection,"nutritional powder mix, protein, soy based, nfs"
intersection,"nutritional powder mix, sugar free (carnation instant breakfast)"
intersection,"nutritional powder mix, sugar free (slim fast)"
intersection,"nutritional powder mix, whey based, nfs"
intersection,"nuts, nfs"
intersection,"oat bran cereal, cooked"
intersection,oat milk
intersection,"oatmeal, fast food, flavored"
intersection,"oatmeal, fast food, plain"
intersection,"oatmeal, instant, fruit flavored, fat added"
intersection,"oatmeal, instant, fruit flavored, no added fat"
intersection,"oatmeal, instant, maple flavored, fat added"
intersection,"oatmeal, instant, maple flavored, no added fat"
intersection,"oatmeal, instant, plain, made with milk, fat added"
intersection,"oatmeal, instant, plain, made with milk, no added fat"
intersection,"oatmeal, instant, plain, made with non-dairy milk, fat added"
intersection,"oatmeal, instant, plain, made with non-dairy milk, no added fat"
intersection,"oatmeal, instant, plain, made with water, fat added"
intersection,"oatmeal, instant, plain, made with water, no added fat"
intersection,"oatmeal, multigrain"
intersection,"oatmeal, nfs"
intersection,"oatmeal, reduced sugar"
intersection,"oatmeal, regular or quick, made with milk, fat added"
intersection,"oatmeal, regular or quick, made with milk, no added fat"
intersection,"oatmeal, regular or quick, made with non-dairy milk, fat added"
intersection,"oatmeal, regular or quick, made with non-dairy milk, no added fat"
intersection,"oatmeal, regular or quick, made with water, fat added"
intersection,"oatmeal, regular or quick, made with water, no added fat"
intersection,"oats, raw"
intersection,octopus
intersection,"octopus salad, puerto rican style"
intersection,"oil or table fat, nfs"
intersection,"okra, fresh, cooked, fat added"
intersection,"okra, fresh, cooked, no added fat"
intersection,"okra, frozen, cooked, fat added"
intersection,"okra, frozen, cooked, no added fat"
intersection,"okra, ns as to form, cooked"
intersection,"okra, pickled"
intersection,old fashioned
intersection,olive oil
intersection,olive tapenade
intersection,"olives, black"
intersection,"olives, green"
intersection,"olives, nfs"
intersection,"olives, stuffed"
intersection,"onion dip, light"
intersection,"onion dip, regular"
intersection,"onion dip, yogurt based"
intersection,onion flavored rings
intersection,"onions, cooked, as ingredient"
intersection,"onions, cooked, fat added"
intersection,"onions, cooked, no added fat"
intersection,"onions, for use on a sandwich"
intersection,"onions, green, cooked"
intersection,"onions, green, raw"
intersection,"onions, pearl, cooked"
intersection,"onions, raw"
intersection,opossum
intersection,orange blossom
intersection,orange chicken
intersection,"orange juice beverage, 40-50% juice, light"
intersection,"orange juice, 100%, canned, bottled or in a carton"
intersection,"orange juice, 100%, freshly squeezed"
intersection,"orange juice, 100%, frozen, not reconstituted"
intersection,"orange juice, 100%, frozen, reconstituted"
intersection,"orange juice, 100%, nfs"
intersection,"orange juice, 100%, with calcium added, canned, bottled or in a carton"
intersection,"orange juice, 100%, with calcium added, frozen, reconstituted"
intersection,"orange, canned, in syrup"
intersection,"orange, canned, juice pack"
intersection,"orange, canned, nfs"
intersection,"orange, raw"
intersection,ostrich
intersection,other vegetables as ingredient in omelet
intersection,oyster sauce
intersection,oysters rockefeller
intersection,"oysters, baked or broiled"
intersection,"oysters, canned"
intersection,"oysters, fried"
intersection,"oysters, raw"
intersection,"oysters, steamed"
intersection,pad thai with chicken
intersection,pad thai with meat
intersection,pad thai with seafood
intersection,"pad thai, meatless"
intersection,"pad thai, nfs"
intersection,paella with seafood
intersection,"paella, nfs"
intersection,pakora
intersection,palak paneer
intersection,"palm hearts, cooked"
intersection,"pan dulce, nfs"
intersection,"pan dulce, no topping"
intersection,"pan dulce, with fruit, no frosting"
intersection,"pan dulce, with raisins and icing"
intersection,"pan dulce, with sugar topping"
intersection,pancake syrup
intersection,"pancake syrup, light"
intersection,"pancakes and sausage, frozen meal"
intersection,"pancakes, chocolate"
intersection,"pancakes, chocolate, fast food / restaurant"
intersection,"pancakes, chocolate, frozen"
intersection,"pancakes, fruit"
intersection,"pancakes, fruit, fast food / restaurant"
intersection,"pancakes, fruit, frozen"
intersection,"pancakes, gluten free"
intersection,"pancakes, nfs"
intersection,"pancakes, plain"
intersection,"pancakes, plain, fast food / restaurant"
intersection,"pancakes, plain, frozen"
intersection,"pancakes, plain, reduced fat"
intersection,"pancakes, pumpkin"
intersection,"pancakes, school"
intersection,"pancakes, whole grain"
intersection,"pancakes, whole grain, fast food / restaurant"
intersection,"pancakes, whole grain, frozen"
intersection,"pancakes, whole grain, reduced fat"
intersection,pannetone
intersection,"papad, grilled or broiled"
intersection,"papaya juice, 100%"
intersection,papaya nectar
intersection,"papaya, canned"
intersection,"papaya, dried"
intersection,"papaya, raw"
intersection,"parsley, raw"
intersection,"parsnips, cooked"
intersection,"passion fruit juice, 100%"
intersection,passion fruit nectar
intersection,"passion fruit, raw"
intersection,"pasta with cream sauce and added vegetables, from home recipe"
intersection,"pasta with cream sauce and added vegetables, ready-to-heat"
