Food Group,Macronutrient Focus,Processing Level,Culinary Usage,Health Impact,id,diets,allergens
Proteins; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement Powder,Variable,5361,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement Powder,Variable,5362,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Legumes; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement Powder,Healthy,5360,"Vegan,Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free",Soybeans
Sweets and snacks; Dairy; Proteins,Protein-rich; Carbohydrate-rich,Highly Processed,Breakfast Supplement Mix,Moderate,5347,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,No Added Sugar,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks; Grains,Balanced,Highly Processed,Meal Replacement Powder,Moderate,5355,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,No Added Sugar,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Sweets and snacks,Protein-rich,Highly Processed,Protein Supplement Powder,Healthy,5359,"Vegetarian,Mineral-Rich,Halal,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Proteins; Oils and fats,Fat-rich; Protein-rich,Minimally Processed,Snack; Ingredient,Healthy,2101,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Egg-Free,Soy-Free","Nuts,Peanuts"
Grains,Carbohydrate-rich,Processed,Breakfast Cereal,Healthy,3061,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Beverages,Carbohydrate-rich,Processed,Beverage; Ingredient,Healthy,29,"Vegan,Vegetarian,Halal,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Sweets and snacks,Carbohydrate-rich,Highly Processed,Breakfast,Moderate,2996,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains,Carbohydrate-rich,Processed,Healthy,Healthy,2995,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains; Sweets and snacks; Fruits; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Breakfast Cereal,Unhealthy,3013,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Sweets and snacks; Fruits,Carbohydrate-rich,Highly Processed,Breakfast Cereal,Moderate,3012,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Sweets and snacks; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Breakfast Cereal,Unhealthy,3011,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Sweets and snacks,Carbohydrate-rich,Highly Processed,Breakfast Cereal,Moderate,3010,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Dairy; Oils and fats,Carbohydrate-rich; Protein-rich; Fat-rich,Highly Processed,Breakfast Cereal,Healthy,3007,"Vegetarian,Mineral-Rich,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains; Dairy,Carbohydrate-rich; Protein-rich,Highly Processed,Breakfast Cereal,Healthy,3006,"Vegetarian,Mineral-Rich,Vitamin-Rich,Kosher,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains; Beverages; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Breakfast Cereal,Healthy,3009,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Beverages,Carbohydrate-rich,Highly Processed,Breakfast Cereal,Healthy,3008,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Breakfast Cereal,Healthy,3005,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains,Carbohydrate-rich,Highly Processed,Breakfast Cereal,Healthy,3004,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains,Carbohydrate-rich,Processed,Breakfast Cereal,Healthy,3015,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten,Milk"
Grains,Carbohydrate-rich,Minimally Processed,Healthy,Healthy,2997,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains; Sweets and snacks,Carbohydrate-rich,Highly Processed,Breakfast Cereal,Healthy,3014,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Pescatarian,No Added Sugar,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains; Dairy; Oils and fats,Carbohydrate-rich; Protein-rich; Fat-rich,Processed,Breakfast Cereal,Healthy,3001,"Vegetarian,Mineral-Rich,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains; Dairy,Carbohydrate-rich; Protein-rich,Processed,Breakfast Cereal,Healthy,3000,"Vegetarian,Mineral-Rich,Vitamin-Rich,Kosher,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free","Cereals containing gluten (oats),Milk"
Grains; Beverages; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Breakfast Cereal,Healthy,3003,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Beverages,Carbohydrate-rich,Processed,Breakfast Cereal,Healthy,3002,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Breakfast Cereal,Healthy,2999,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains,Carbohydrate-rich,Processed,Breakfast Cereal,Healthy,2998,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Grains,Carbohydrate-rich,Minimally Processed,Healthy,Healthy,3106,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten (oats)
Proteins,Protein-rich,Minimally Processed,Meal Component,Healthy,948,"Pescatarian,Paleo,Mineral-Rich,Halal,Vitamin-Rich,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Molluscs
Proteins; Vegetables; Condiments,Protein-rich,Processed,Salad; Appetizer,Healthy,1487,"Pescatarian,Paleo,Mineral-Rich,Halal,Vitamin-Rich,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Molluscs
Oils and fats,Fat-rich,Processed,Ingredient; Cooking Medium; Spread,Variable,4781,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free",Soybeans
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Processed,Side Dish,Healthy,4564,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Minimally Processed,Side Dish; Ingredient,Healthy,4561,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Vitamin-rich; Fat-rich,Processed,Side Dish,Healthy,4565,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Processed,Side Dish; Ingredient,Healthy,4562,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Processed,Side Dish; Ingredient,Healthy,4563,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Condiments,Carbohydrate-rich,Processed,Condiment; Side Dish; Snack,Healthy,4704,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Sweets and snacks; Condiments; Fruits,Alcohol; Carbohydrate-rich,Processed,Cocktail,Unhealthy,5263,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Oils and fats; Fruits,Fat-rich,Processed,Cooking Oil; Dressing; Finishing Oil; Dipping,Healthy,4803,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Condiments; Fruits; Oils and fats; Herbs; Spices,Fat-rich,Processed,Spread; Dip; Condiment,Healthy,4709,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",Fish
Fruits; Oils and fats; Condiments,Fat-rich,Processed,Snack; Ingredient; Garnish,Healthy,4707,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fruits; Oils and fats; Condiments,Fat-rich,Processed,Snack; Ingredient; Garnish,Healthy,4706,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fruits; Oils and fats; Condiments,Fat-rich,Processed,Snack; Ingredient; Garnish; Condiment,Healthy,4705,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fruits; Oils and fats; Condiments; Vegetables,Fat-rich,Processed,Snack; Garnish; Cocktail Ingredient,Healthy,4708,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Condiments; Oils and fats,Fat-rich,Highly Processed,Dip,Moderate,239,"Vegetarian,Halal,Kosher,Gluten-Free,Pescatarian,Low-Fat,Nut-Free,Egg-Free","Milk,Soybeans"
Condiments; Oils and fats,Fat-rich,Highly Processed,Dip,Unhealthy,238,"Vegetarian,Halal,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Dairy; Condiments,Balanced,Processed,Dip; Condiment,Moderate,62,"Vegetarian,Mineral-Rich,Halal,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Grains; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Snack Puff/Ring,Unhealthy,2862,"Vegan,Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Vegetables,Flavor-rich; Carbohydrate-rich,Minimally Processed,Flavor Base; Recipe Component,Healthy,5413,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats,Carbohydrate-rich; Flavor-rich; Fat-rich,Processed,Ingredient; Side Dish; Topping,Healthy,4568,"Vegan,Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Flavor-rich,Minimally Processed,Ingredient; Side Dish; Topping,Healthy,4567,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich,Minimally Processed,Sandwich Layer,Healthy,4869,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich; Flavor-rich,Minimally Processed,Ingredient; Garnish,Healthy,4570,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Unprocessed,Garnish; Salad; Ingredient,Healthy,4411,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Flavor-rich,Minimally Processed,Side Dish; Garnish; Ingredient,Healthy,4569,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables,Carbohydrate-rich; Vitamin-rich,Unprocessed,Ingredient,Healthy,4412,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Proteins,Protein-rich,Minimally Processed,Meal Component,Variable,539,"Paleo,Keto,Mineral-Rich,Vitamin-Rich,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich; Alcohol,Processed,Cocktail,Moderate,5264,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Proteins; Condiments; Fruits,Protein-rich; Carbohydrate-rich,Processed,Meal Component,Moderate,1060,"High-Protein,Mineral-Rich,Halal,Kosher,Dairy-Free,Nut-Free","Cereals containing gluten,Eggs,Soybeans"
Beverages; Fruits; Sweets and snacks,Carbohydrate-rich,Highly Processed,Beverage,Moderate,5207,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Processed,Beverage,Healthy,3805,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Minimally Processed,Beverage,Healthy,3804,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fruits; Sweets and snacks,Carbohydrate-rich,Processed,Ingredient,Unhealthy,3808,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Processed,Beverage,Healthy,3807,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Processed,Beverage,Healthy,3803,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Processed,Beverage,Healthy,3806,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Beverages; Fruits,Carbohydrate-rich,Processed,Beverage,Healthy,3809,"Vegan,Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Fruits; Sweets and snacks,Carbohydrate-rich,Processed,Dessert; Fruit,Unhealthy,3791,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Processed,Fruit; Dessert; Salad Ingredient,Healthy,3790,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits; Sweets and snacks,Carbohydrate-rich,Processed,Fruit; Dessert; Salad Ingredient,Moderate,3789,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Low-Carb,Pescatarian,Paleo,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Fruits,Carbohydrate-rich,Minimally Processed,Snack; Fruit; Juice,Healthy,3788,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Proteins,Protein-rich,Minimally Processed,Meal Component; Ingredient,Healthy,545,"Paleo,Keto,Low-Carb,Mineral-Rich,Halal,Vitamin-Rich,Kosher,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Proteins,Vitamin-rich,Processed,Omelet Filling,Healthy,5425,"Vegetarian,Gluten-Free,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Soy-Free",Eggs
Condiments,Carbohydrate-rich,Processed,Sauce; Seasoning,Moderate,1767,"Pescatarian,Halal,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free","Molluscs,Soybeans"
Proteins; Vegetables; Dairy; Oils and fats; Grains,Protein-rich; Fat-rich,Processed,Appetizer,Unhealthy,1466,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Keto,Low-Carb,High-Protein,Nut-Free,Soy-Free","Molluscs,Milk,Cereals containing gluten,Eggs"
Proteins,Protein-rich,Minimally Processed,Appetizer; Meal Component,Healthy,969,"Pescatarian,Paleo,Mineral-Rich,Halal,Vitamin-Rich,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Molluscs
Proteins,Protein-rich,Processed,Ingredient,Healthy,972,"Pescatarian,Paleo,Mineral-Rich,Halal,Vitamin-Rich,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Molluscs
Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,Highly Processed,Appetizer; Meal Component,Unhealthy,971,"Pescatarian,Mineral-Rich,Halal,High-Protein,Nut-Free,Soy-Free","Molluscs,Cereals containing gluten,Eggs,Milk"
Proteins,Protein-rich,Minimally Processed,Appetizer,Healthy,968,"Pescatarian,Paleo,Mineral-Rich,Halal,Vitamin-Rich,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Molluscs
Proteins,Protein-rich,Minimally Processed,Appetizer; Meal Component,Healthy,970,"Pescatarian,Paleo,Mineral-Rich,Halal,Vitamin-Rich,Keto,Low-Carb,High-Protein,Gluten-Free,Dairy-Free,Low-Fat,Nut-Free,Egg-Free,Soy-Free",Molluscs
Composite Meal; Grains; Proteins; Vegetables; Nuts; Condiments,Protein-rich; Carbohydrate-rich,Processed,Meal,Healthy,3423,"Dairy-Free,Halal,Mineral-Rich,Vitamin-Rich","Peanuts,Eggs,Fish,Soybeans"
Composite Meal; Grains; Proteins; Vegetables; Nuts; Condiments,Protein-rich; Carbohydrate-rich,Processed,Meal,Moderate,3425,"Dairy-Free,Mineral-Rich,Vitamin-Rich","Peanuts,Eggs,Fish,Soybeans"
Composite Meal; Grains; Proteins; Vegetables; Nuts; Condiments,Protein-rich; Carbohydrate-rich,Processed,Meal,Healthy,3424,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Dairy-Free","Peanuts,Eggs,Fish,Soybeans,Crustaceans,Molluscs"
Composite Meal; Grains; Proteins; Vegetables; Nuts; Condiments,Balanced,Processed,Meal,Healthy,3422,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Dairy-Free","Peanuts,Eggs,Fish,Soybeans"
Composite Meal; Grains; Proteins; Vegetables; Nuts; Condiments,Balanced,Processed,Meal,Variable,3421,"Dairy-Free,Mineral-Rich,Vitamin-Rich","Peanuts,Eggs,Fish,Soybeans,Crustaceans"
Composite Meal; Proteins; Grains; Vegetables,Balanced,Processed,Meal,Healthy,1328,"Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,High-Protein,Gluten-Free,Dairy-Free,Nut-Free,Egg-Free,Soy-Free","Fish,Crustaceans,Molluscs,Sulphur dioxide/sulphites"
Composite Meal; Proteins; Grains; Vegetables,Balanced,Processed,Meal,Variable,1340,"Gluten-Free,Mineral-Rich,Vitamin-Rich,Dairy-Free,Nut-Free,Egg-Free,Soy-Free",Sulphur dioxide/sulphites
Composite Meal; Vegetables; Legumes; Spices; Oils and fats,Carbohydrate-rich; Fat-rich; Protein-rich,Highly Processed,Snack; Appetizer,Unhealthy,4683,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Vegetables; Dairy; Spices; Oils and fats,Protein-rich; Fat-rich,Processed,Main Dish; Side Dish,Healthy,4248,"Vegetarian,Pescatarian,Mineral-Rich,Halal,Vitamin-Rich,Kosher,Gluten-Free,Keto,Low-Carb,Nut-Free,Egg-Free,Soy-Free",Milk
Vegetables,Carbohydrate-rich,Processed,Salad Ingredient; Ingredient,Healthy,4571,"Vegan,Vegetarian,Gluten-Free,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Grains; Sweets and snacks,Carbohydrate-rich,Processed,Sweet Bread,Unhealthy,2286,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
